ibge;anomes;cadunico_tot_fam;cadunico_tot_pes;cadunico_tot_fam_rpc_ate_meio_sm;cadunico_tot_pes_rpc_ate_meio_sm;cadunico_tot_fam_pob;cadunico_tot_pes_pob;cadunico_tot_fam_ext_pob;cadunico_tot_pes_ext_pob;cadunico_tot_fam_pob_e_ext_pob;cadunico_tot_pes_pob_e_ext_pob
355040;201812;2718;7386;2200;6630;386;1220;1359;4076;1745;5296
355050;201812;947;2417;681;1975;201;577;179;485;380;1062
355060;201812;5095;14581;3778;12028;657;2372;1825;5250;2482;7622
355070;201812;7609;20676;6045;18043;787;2726;3608;10044;4395;12770
355080;201812;808;2392;486;1724;101;384;47;137;148;521
355090;201812;1093;3274;812;2726;205;676;240;824;445;1500
355100;201812;19911;54244;15704;47917;2933;9573;9260;27766;12193;37339
355110;201812;940;2736;706;2329;236;821;124;427;360;1248
355120;201812;615;1670;434;1366;53;183;161;478;214;661
355130;201812;708;1619;317;838;23;59;182;447;205;506
355140;201812;1497;3819;1302;3531;123;410;1000;2602;1123;3012
355150;201812;3986;11016;3167;9528;427;1380;1815;5248;2242;6628
355160;201812;1716;4957;1265;4126;315;1180;293;908;608;2088
355170;201812;8589;22906;6718;19669;1633;5135;3204;9118;4837;14253
355180;201812;2674;7525;1901;6164;413;1523;615;1762;1028;3285
355190;201812;1762;4786;1384;4164;367;1130;657;2074;1024;3204
355200;201812;773;2513;664;2331;218;865;218;687;436;1552
355210;201812;2755;7869;2286;6893;321;1113;1301;3699;1622;4812
355220;201812;41147;113241;32127;95441;8558;26959;11910;32359;20468;59318
355230;201812;1113;2813;579;1706;106;302;164;473;270;775
355240;201812;21112;56712;14367;43185;2280;7422;7008;20250;9288;27672
355250;201812;33217;91954;24255;74372;6253;20378;8534;24954;14787;45332
355255;201812;820;2139;418;1294;80;265;134;400;214;665
355260;201812;1320;3418;930;2748;120;431;548;1524;668;1955
355270;201812;1193;3634;899;2991;244;828;270;873;514;1701
355280;201812;26209;70346;18546;55142;3111;9968;8313;23353;11424;33321
355290;201812;806;2295;581;1843;119;366;234;703;353;1069
355300;201812;1172;3506;926;3007;181;620;309;969;490;1589
355310;201812;998;2827;739;2367;99;348;383;1230;482;1578
355320;201812;509;1380;369;1102;65;220;139;350;204;570
355330;201812;2095;5828;1589;4882;156;572;1073;3135;1229;3707
355340;201812;3386;7684;2743;6782;363;867;1801;4470;2164;5337
355350;201812;1261;3809;929;3093;194;687;303;991;497;1678
355360;201812;1275;3396;1000;2944;104;333;678;1980;782;2313
355365;201812;357;988;180;628;34;108;27;97;61;205
355370;201812;5629;14528;4229;12426;1069;3112;1740;5503;2809;8615
355380;201812;2840;7829;2093;6305;361;1196;675;1745;1036;2941
355385;201812;1312;3672;1075;3301;129;484;619;1725;748;2209
355390;201812;731;2070;537;1649;122;378;210;602;332;980
355395;201812;1845;5389;1296;4161;197;681;526;1547;723;2228
355400;201812;8478;25939;6808;22399;1916;6975;2062;6129;3978;13104
355410;201812;20330;57002;13346;43537;3184;11418;3054;9911;6238;21329
355420;201812;639;2179;522;1918;144;604;113;395;257;999
355430;201812;3470;8985;2650;7565;716;2017;1107;3180;1823;5197
355440;201812;831;2334;482;1550;94;321;135;402;229;723
355450;201812;3275;8760;2068;6345;366;1190;774;2180;1140;3370
355460;201812;538;1355;331;992;50;176;154;413;204;589
355465;201812;372;1066;266;848;57;198;93;279;150;477
355470;201812;1130;2996;603;1889;174;572;164;478;338;1050
355475;201812;279;691;252;646;26;69;195;501;221;570
355480;201812;3486;10246;2872;9242;421;1568;1790;5551;2211;7119
355490;201812;928;2526;479;1533;44;150;222;676;266;826
355495;201812;764;2278;566;1899;78;291;193;617;271;908
355500;201812;6372;17184;3671;11550;575;1949;1071;3067;1646;5016
355510;201812;1273;3346;785;2380;112;387;283;763;395;1150
355520;201812;350;798;166;466;25;71;58;144;83;215
355530;201812;422;964;131;390;20;70;51;126;71;196
355535;201812;494;1389;380;1201;87;308;145;411;232;719
355540;201812;9107;24620;7429;21988;1454;4576;4218;12147;5672;16723
355550;201812;630;1917;508;1675;66;220;244;784;310;1004
355560;201812;1079;2919;564;1839;123;433;31;95;154;528
355570;201812;221;639;122;411;20;62;25;72;45;134
355580;201812;1189;2971;774;2281;97;335;388;1074;485;1409
355590;201812;177;450;133;385;16;47;81;224;97;271
355600;201812;1421;3616;936;2759;220;687;371;1048;591;1735
355610;201812;1682;4371;1112;3307;147;431;511;1449;658;1880
355620;201812;4241;11969;3148;9708;429;1552;1615;4532;2044;6084
355630;201812;2138;6098;1470;4761;273;910;674;2149;947;3059
355635;201812;899;2745;681;2315;111;433;262;835;373;1268
355640;201812;2576;7676;1757;5962;417;1475;360;1220;777;2695
355645;201812;4129;12186;3167;10434;423;1547;1830;5931;2253;7478
355650;201812;6143;17061;4979;14889;1389;4358;2177;6020;3566;10378
355660;201812;1251;3425;866;2666;121;482;283;851;404;1333
355670;201812;3178;9111;2132;6583;317;1159;1018;2729;1335;3888
355680;201812;3157;9009;1164;3932;328;1154;113;398;441;1552
355690;201812;721;2225;469;1691;129;507;21;59;150;566
355695;201812;217;657;122;417;14;51;14;25;28;76
355700;201812;6280;18806;5074;16022;1060;3382;2338;7109;3398;10491
355710;201812;7858;18869;4850;13346;862;2562;1993;4951;2855;7513
355715;201812;465;1243;240;764;51;185;47;123;98;308
355720;201812;1385;4187;1080;3581;202;718;500;1513;702;2231
355730;201812;902;2649;698;2217;173;562;242;714;415;1276
410010;201812;1189;3367;901;2749;197;665;203;597;400;1262
410020;201812;966;3043;764;2550;269;847;202;684;471;1531
410030;201812;1381;4053;1180;3690;180;666;605;1859;785;2525
410040;201812;10372;30382;7815;25339;1721;6006;2506;7581;4227;13587
410045;201812;908;2419;597;1828;96;334;179;506;275;840
410050;201812;2421;6135;1484;4415;347;1125;309;821;656;1946
410060;201812;1991;5934;1529;4918;389;1295;417;1311;806;2606
410070;201812;1703;4517;1216;3551;208;649;439;1215;647;1864
410080;201812;1318;3591;935;2870;159;513;381;1183;540;1696
410090;201812;973;2725;871;2541;110;316;478;1469;588;1785
410100;201812;1876;5595;1287;4148;175;671;243;736;418;1407
410105;201812;449;1214;236;739;38;139;52;153;90;292
410110;201812;2973;7878;2035;5940;299;941;794;2218;1093;3159
410115;201812;540;1386;378;1097;59;192;131;362;190;554
410120;201812;2344;7253;2042;6711;678;2364;628;2040;1306;4404
410130;201812;1085;3059;946;2799;271;906;376;983;647;1889
410140;201812;13607;33708;8093;23558;1625;5079;1696;4462;3321;9541
410150;201812;15794;38193;7336;20927;1351;4221;1525;4092;2876;8313
410160;201812;2779;7937;2258;7001;446;1533;834;2569;1280;4102
410165;201812;702;1978;575;1688;61;202;332;908;393;1110
410170;201812;2404;6508;1552;4570;379;1211;125;374;504;1585
410180;201812;13287;38727;10413;32400;1634;5565;5374;15620;7008;21185
410185;201812;439;1224;315;973;51;166;101;283;152;449
410190;201812;2126;5541;1550;4477;324;946;413;1153;737;2099
410200;201812;4643;11357;2474;7311;439;1515;524;1513;963;3028
410210;201812;2712;6990;1686;5038;298;1035;525;1296;823;2331
410220;201812;502;1356;321;972;44;163;60;178;104;341
410230;201812;1453;4104;1172;3553;176;634;641;1808;817;2442
410240;201812;4164;11701;3119;9612;840;2898;252;722;1092;3620
410250;201812;2477;6178;1777;4947;183;619;807;2140;990;2759
410260;201812;1718;4450;1107;3296;223;703;447;1302;670;2005
410270;201812;433;1145;313;911;35;109;137;378;172;487
410275;201812;646;1899;418;1373;59;205;189;574;248;779
410280;201812;2126;5874;1346;4215;232;790;475;1395;707;2185
410290;201812;2874;8385;2082;6664;498;1624;660;2085;1158;3709
410300;201812;615;1584;476;1333;59;181;226;591;285;772
410302;201812;357;941;180;574;29;94;82;243;111;337
410304;201812;1082;3110;911;2749;131;416;508;1485;639;1901
410305;201812;1608;4056;1115;3298;189;586;596;1715;785;2301
410310;201812;2425;7254;1900;6105;400;1404;680;2155;1080;3559
410315;201812;679;1699;333;1089;107;355;72;227;179;582
410320;201812;1085;3091;689;2201;106;398;111;342;217;740
410322;201812;482;1329;262;827;22;75;116;353;138;428
410330;201812;1463;3720;1018;2848;171;513;280;778;451;1291
410335;201812;808;2298;648;1957;85;276;289;807;374;1083
410337;201812;782;1952;541;1476;51;158;248;631;299;789
410340;201812;471;1296;319;922;32;119;152;369;184;488
410345;201812;2153;5738;1090;3353;252;778;234;660;486;1438
410347;201812;669;1710;474;1357;56;198;136;376;192;574
410350;201812;1271;3445;901;2735;92;312;397;1131;489;1443
410360;201812;3837;9579;3045;8236;224;718;1968;5087;2192;5805
410370;201812;10792;29347;7145;21086;963;3196;2732;7156;3695;10352
410380;201812;1363;3663;999;2914;118;404;420;1136;538;1540
410390;201812;2407;6505;1559;4820;372;1268;362;1029;734;2297
410395;201812;838;2535;675;2174;133;472;293;922;426;1394
410400;201812;4803;13384;3591;11050;642;2041;1501;4476;2143;6517
410405;201812;764;1929;593;1672;151;461;244;638;395;1099
410410;201812;1128;3251;1089;3194;171;612;667;2012;838;2624
410420;201812;7352;21755;5608;18066;1085;3904;1706;4948;2791;8852
410425;201812;2735;8069;1978;6513;349;1234;663;2006;1012;3240
410430;201812;12273;31629;8301;23983;1409;4391;2757;7570;4166;11961
410440;201812;2297;7078;1962;6414;347;1260;991;3177;1338;4437
410442;201812;2174;6902;1807;6026;537;1821;542;1786;1079;3607
410445;201812;2149;6528;1700;5620;374;1373;446;1538;820;2911
410450;201812;1419;3798;1006;3015;192;646;273;727;465;1373
410460;201812;1727;4478;1319;3837;187;584;588;1628;775;2212
410465;201812;2458;7471;1902;6256;399;1327;580;1804;979;3131
410470;201812;1729;5195;1255;4180;375;1396;179;601;554;1997
410480;201812;32366;79678;17345;52134;2898;9726;3241;8362;6139;18088
410490;201812;10129;29099;7142;22651;1452;4999;2463;7343;3915;12342
410500;201812;1631;4603;1141;3574;271;969;268;713;539;1682
410510;201812;1969;5001;1260;3598;239;667;380;1096;619;1763
410520;201812;2921;9559;2650;9008;778;2679;1070;3703;1848;6382
410530;201812;1398;3708;695;2076;121;366;107;240;228;606
410540;201812;2372;6629;1730;5372;263;869;888;2752;1151;3621
410550;201812;6357;17463;4023;12136;713;2353;994;2637;1707;4990
410560;201812;1379;3662;1049;3012;219;669;409;1032;628;1701
410570;201812;2417;7014;1821;5870;519;1971;130;447;649;2418
410580;201812;22345;60406;16659;49619;3400;11034;6967;19275;10367;30309
410590;201812;1391;4090;885;2778;158;521;233;654;391;1175
410600;201812;1729;4776;1293;3900;290;831;457;1435;747;2266
410610;201812;711;1934;511;1539;52;176;220;625;272;801
410620;201812;1909;5893;1222;4187;293;1069;190;585;483;1654
410630;201812;2211;6129;1404;4361;296;984;231;608;527;1592
410640;201812;4354;10704;2802;8006;676;2185;400;1097;1076;3282
410645;201812;990;3031;818;2778;306;1063;301;1045;607;2108
410650;201812;1904;5476;1333;4255;316;1052;394;1155;710;2207
410655;201812;886;2239;616;1745;55;190;281;727;336;917
410657;201812;616;1678;382;1178;64;235;154;404;218;639
410660;201812;2994;7927;1630;4905;324;1039;327;930;651;1969
410670;201812;1007;2510;580;1660;104;303;267;720;371;1023
410680;201812;2669;8258;1897;6328;485;1569;456;1573;941;3142
410685;201812;548;1442;433;1235;93;303;201;526;294;829
410690;201812;112767;290370;73519;214455;12883;42414;24570;62829;37453;105243
410700;201812;2252;5895;1911;5352;323;962;949;2527;1272;3489
410710;201812;797;2084;519;1555;56;176;271;773;327;949
410712;201812;636;1933;537;1709;142;484;185;541;327;1025
410715;201812;846;2587;503;1753;103;366;152;526;255;892
410720;201812;2981;8011;2137;6291;305;1063;430;1092;735;2155
410725;201812;1075;2737;627;1880;121;374;111;295;232;669
410730;201812;566;1506;407;1216;82;281;91;252;173;533
410740;201812;908;2596;643;2078;115;407;246;767;361;1174
410750;201812;1606;4258;1301;3709;210;658;529;1453;739;2111
410752;201812;341;890;153;470;26;86;59;165;85;251
410753;201812;211;646;150;511;11;38;30;96;41;134
410754;201812;1082;2890;876;2560;57;147;578;1793;635;1940
410755;201812;580;1521;416;1184;54;181;199;492;253;673
410760;201812;3138;8375;2306;6880;665;2171;537;1534;1202;3705
410765;201812;11638;34023;9006;28650;1465;5124;1469;4328;2934;9452
410770;201812;934;2314;648;1824;79;250;299;820;378;1070
410773;201812;1234;3358;1084;3106;125;396;722;2010;847;2406
410775;201812;1367;3624;1190;3345;103;334;664;1807;767;2141
410780;201812;583;1468;344;964;64;186;84;236;148;422
410785;201812;710;2068;572;1793;97;320;213;641;310;961
410790;201812;583;1710;455;1439;118;419;52;114;170;533
410800;201812;3065;7141;2454;6166;94;294;1510;3660;1604;3954
410810;201812;356;997;263;816;40;137;118;339;158;476
410820;201812;732;2173;386;1222;74;242;71;202;145;444
410830;201812;27901;71403;19286;56433;4511;14888;6371;17557;10882;32445
410832;201812;961;2560;775;2217;103;346;428;1130;531;1476
410840;201812;7086;19005;4204;13113;882;3045;750;2031;1632;5076
410845;201812;1106;3000;883;2616;169;548;322;920;491;1468
410850;201812;2208;6647;1922;6110;350;1188;864;2731;1214;3919
410855;201812;689;1766;462;1331;38;114;209;553;247;667
410860;201812;3690;9725;2853;8146;522;1629;1061;2823;1583;4452
410865;201812;1327;4206;1175;3868;210;754;641;2143;851;2897
410870;201812;1218;3397;1042;3104;47;153;772;2277;819;2430
410880;201812;3965;11282;2845;9078;497;1769;421;1417;918;3186
410890;201812;922;2689;663;2136;148;500;179;566;327;1066
410895;201812;921;3101;759;2704;291;1096;115;395;406;1491
410900;201812;882;2423;567;1772;91;292;118;299;209;591
410910;201812;359;874;186;530;12;39;111;284;123;323
410920;201812;784;1916;528;1499;81;275;234;644;315;919
410930;201812;1363;3779;1012;3106;255;927;236;711;491;1638
410940;201812;20317;58427;14793;47891;3338;11780;3882;12499;7220;24279
410950;201812;1868;5558;1674;5254;65;266;1370;4200;1435;4466
410960;201812;6687;17761;4266;13351;1048;3677;1458;4402;2506;8079
410965;201812;923;2533;687;2069;108;336;359;1054;467;1390
410970;201812;3621;10076;2559;8016;601;2269;329;863;930;3132
410975;201812;1247;3295;949;2751;156;507;346;991;502;1498
410980;201812;6563;17204;4155;12605;547;1827;1646;4734;2193;6561
410990;201812;1183;3055;755;2312;239;846;159;395;398;1241
411000;201812;500;1382;344;1055;52;188;96;245;148;433
411005;201812;416;1159;264;822;51;164;48;143;99;307
411007;201812;2106;6197;1737;5509;398;1359;549;1732;947;3091
411010;201812;4022;12399;3157;10512;797;2850;281;840;1078;3690
411020;201812;2288;6710;1885;6005;567;1910;515;1571;1082;3481
411030;201812;688;1774;452;1263;50;163;212;535;262;698
411040;201812;780;2044;364;1084;46;143;100;271;146;414
411050;201812;1747;5705;1446;4975;390;1425;196;580;586;2005
411060;201812;1610;4331;1028;3134;180;665;198;545;378;1210
411065;201812;331;918;237;729;33;100;103;316;136;416
411070;201812;6137;16577;4838;14210;900;2909;2045;5801;2945;8710
411080;201812;2070;5707;1649;4930;423;1385;420;1223;843;2608
411090;201812;840;2233;500;1536;44;163;121;340;165;503
411095;201812;1487;3586;1012;2795;119;397;363;942;482;1339
411100;201812;1048;2802;707;2167;82;290;198;622;280;912
411110;201812;591;1568;247;791;27;63;18;44;45;107
411120;201812;1187;3457;921;2875;324;1135;187;464;511;1599
411125;201812;4639;13988;4276;13342;957;3094;2036;6510;2993;9604
411130;201812;664;1871;472;1470;91;288;172;547;263;835
411140;201812;2157;6817;1775;5920;471;1695;589;1945;1060;3640
411150;201812;3544;9500;2442;7177;473;1596;195;415;668;2011
411155;201812;931;2431;537;1636;56;183;246;692;302;875
411160;201812;333;789;210;600;24;73;50;146;74;219
411170;201812;689;2130;499;1669;111;376;162;525;273;901
411180;201812;5076;13982;3894;11781;684;2269;1646;4694;2330;6963
411190;201812;1389;3707;993;2944;180;559;300;829;480;1388
411200;201812;4722;13158;3231;10185;889;3056;648;1878;1537;4934
411210;201812;2398;5640;1644;4451;388;1228;364;902;752;2130
411220;201812;830;2247;603;1766;131;415;179;510;310;925
411230;201812;784;2180;526;1660;104;347;198;624;302;971
411240;201812;1531;3779;883;2494;79;259;433;1152;512;1411
411250;201812;1979;5486;1471;4525;343;1212;439;1329;782;2541
411260;201812;307;816;204;612;31;97;80;212;111;309
411270;201812;1789;5062;1373;4174;236;739;605;1783;841;2522
411275;201812;1278;3132;901;2473;149;469;382;968;531;1437
411280;201812;1291;3550;824;2619;173;565;105;307;278;872
411290;201812;699;1957;477;1504;55;169;231;733;286;902
411295;201812;1106;2817;823;2261;76;245;415;1083;491;1328
411300;201812;982;2478;611;1720;68;209;231;560;299;769
411310;201812;852;2052;635;1724;47;132;288;773;335;905
411320;201812;5104;13850;3643;11040;798;2526;1249;3470;2047;5996
411325;201812;1462;4265;1227;3836;227;705;645;2071;872;2776
411330;201812;3073;8673;2258;7090;558;1928;624;1996;1182;3924
411340;201812;839;2348;504;1567;61;209;198;579;259;788
411342;201812;927;2293;571;1601;92;261;254;701;346;962
411345;201812;1017;2765;760;2322;93;315;513;1565;606;1880
411350;201812;2342;6665;1568;5035;416;1466;157;474;573;1940
411360;201812;608;1509;420;1212;53;172;135;372;188;544
411370;201812;45746;116156;32761;93532;2933;10017;18688;49892;21621;59909
411373;201812;1293;3445;1058;3065;115;376;524;1550;639;1926
411375;201812;1029;2663;730;2083;117;360;277;735;394;1095
411380;201812;1007;2419;691;1770;53;159;413;966;466;1125
411390;201812;1569;4479;1200;3638;195;653;450;1227;645;1880
411400;201812;2060;5369;1596;4485;230;784;746;1972;976;2756
411410;201812;1961;5642;1441;4473;335;1150;286;836;621;1986
411420;201812;3775;9645;2097;6293;306;1048;380;925;686;1973
411430;201812;3183;8952;2519;7722;534;1808;970;2703;1504;4511
411435;201812;402;1177;258;856;48;150;89;255;137;405
411440;201812;2435;7247;1986;6307;424;1481;684;2151;1108;3632
411450;201812;2478;6745;1870;5704;268;788;985;3045;1253;3833
411460;201812;3562;9611;1991;6329;368;1362;316;902;684;2264
411470;201812;684;1906;493;1497;88;285;150;410;238;695
411480;201812;4149;11698;2915;9241;568;2037;808;2361;1376;4398
411490;201812;1498;4046;1133;3391;160;555;408;1083;568;1638
411500;201812;1349;3674;869;2635;126;451;243;664;369;1115
411510;201812;2109;5696;1679;4897;357;1207;376;1120;733;2327
411520;201812;26920;66558;14856;42958;2031;6633;5094;13182;7125;19815
411530;201812;893;2435;546;1738;120;426;87;245;207;671
411535;201812;453;1349;199;699;19;68;30;78;49;146
411540;201812;2623;6833;1796;5141;279;888;682;1890;961;2778
411545;201812;914;2736;763;2461;73;244;499;1611;572;1855
411550;201812;669;1764;470;1374;77;248;79;227;156;475
411560;201812;1810;4917;1043;3254;158;574;68;165;226;739
411570;201812;6516;15938;4420;12487;949;2959;1196;3349;2145;6308
411573;201812;746;2083;637;1893;81;259;367;1063;448;1322
411575;201812;1712;4874;1298;4006;266;882;338;999;604;1881
411580;201812;4047;9689;2253;6785;270;996;318;826;588;1822
411585;201812;640;1903;285;968;81;280;37;108;118;388
411590;201812;362;1048;250;786;29;108;136;388;165;496
411600;201812;275;747;163;543;40;139;56;187;96;326
411605;201812;1459;3504;864;2437;117;403;437;1185;554;1588
411610;201812;2202;5661;1516;4245;126;405;888;2364;1014;2769
411620;201812;2748;7620;2348;6980;398;1308;1327;3856;1725;5164
411630;201812;690;1804;449;1324;80;267;135;347;215;614
411640;201812;520;1444;343;1015;51;152;122;327;173;479
411650;201812;199;584;130;431;26;86;26;87;52;173
411660;201812;887;2288;631;1798;54;153;330;910;384;1063
411670;201812;1169;3025;805;2221;113;326;315;806;428;1132
411680;201812;1500;4138;1179;3514;118;392;615;1828;733;2220
411690;201812;3350;9040;2583;7693;538;1674;777;2407;1315;4081
411695;201812;580;1803;426;1438;57;211;158;532;215;743
411700;201812;1543;4141;1013;3114;243;820;123;331;366;1151
